link,name,gender,age,path1,path2,skills,languages,salary,experience,edu_degree,uni
https://hh.ru/resume/478f50f400031c5fed0039ed1f795638654f6f?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,25 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'CTO, CIO, Директор по IT', 'Аналитик']","['Ответственность', 'Терпимость', 'Отзывчивость', 'Java', 'MySQL', 'SQL', 'MS SQL Server', 'Базы данных', 'Python', 'Big Data', 'ООП', 'Git', 'Apache Maven', 'JavaScript', 'CSS', 'HTML', 'Blockchain', 'Atlassian Jira', 'Intellij IDEA', 'Математическая статистика', 'Atlassian Confluence', 'Android', 'C++', 'Spark', 'Статистический анализ', 'Golang']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — A2 — Элементарный', 'Французский — A1 — Начальный']",0,Опыт работы 3 года 9 месяцев,Высшее образование,"['Сколковский институт науки и технологийData Science, Data Science', 'Московский государственный технический университет им. Н.Э. Баумана, МоскваИнформатика и системы управления, Прикладная математика и информатика']"
https://hh.ru/resume/b546b5880005bfa6be0039ed1f527942305964?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist ,Мужчина,24 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Другое', 'Аналитик']","['SQL', 'Python', 'R', 'машинное обучение', 'data science', 'Linux', 'hadoop', 'Spark']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",220 000 руб.,Опыт работы 3 года 3 месяца,Высшее образование,"['Московский государственный университет им. М.В. Ломоносова, Москвамеханико-математический, фундаментальная математика и механика']"
https://hh.ru/resume/55e40d700003aa2c420039ed1f726d41494c56?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Male,24 years,"IT, Internet, Telecom","['Software Development', 'Computer Aided Design Systems', 'Analyst']","['Эконометрическое моделирование', 'R', 'Python', 'Bloomberg', 'Linux', 'PostgreSQL', 'Mathematical Modeling', 'Git', 'Microsoft Visual Studio', 'Docker', 'ООП']","['Russian — Native', 'English — C2 — Proficiency', 'German — A1 — Basic']",0,Work experience 2 years 6 months,Higher education (bachelor),"[""National Research University 'Higher School of Economics', MoscowFaculty of Economic Sciences, Economics""]"
https://hh.ru/resume/5cb4b74f0008203c110039ed1f42564c4c6952?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,0,0,0,"['Python', 'Pandas', 'sklearn', 'Matplotlib', 'numpy', 'машинное обучение', 'LightGBM', 'CatBoost', 'SQL', 'Machine Learning']",0,0,Опыт работы 2 года 2 месяца,0,0
https://hh.ru/resume/35f81a5a0006c633ec0039ed1f6f4149566c57?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,21 год,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Финансы, Банки, Инвестиции']","['Python', 'Git', 'PyTorch', 'ML', 'Keras', 'Docker', 'Deep Learning', 'NLP', 'Computer vision', 'sci-kit learn', 'Linux', 'SQL', 'ООП', 'Jupyter', 'C/C++', 'Flask', 'Bash', 'Machine Learning', 'Spark', 'Hadoop']",['Русский — Родной'],0,Опыт работы 1 год 5 месяцев,Высшее образование (Бакалавр),"['НИУ ВШЭМИЭМ, Математика. Прикладная математика']"
https://hh.ru/resume/44b5fb6b0007f73b550039ed1f67436331317a?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,21 год,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Наука, Образование', 'Финансы, Банки, Инвестиции']","['Python', 'Linux', 'Git', 'ООП', 'Анализ данных', 'Tensor Flow', 'PyTorch', 'OpenCV2', 'Математическая статистика', 'C', 'C#', 'Bash', 'pandas', 'numpy', 'SQL', 'MS Excel', 'PostgreSQL', 'JavaScript', 'Flask', 'A/B тесты']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — B1 — Средний']",150 000 руб.,Опыт работы 1 год 7 месяцев,Неоконченное высшее образование,"['Московский авиационный институт (национальный исследовательский университет), Москва№8 ""Информационные технологии и прикладная математика"", Математика. Прикладная математика']"
https://hh.ru/resume/948658f10008446b000039ed1f384b67756539?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,21 год,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик']","['Python', 'SQL', 'PySpark', 'Sklearn', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'SciPy', 'C++', 'C', 'Lightgbm', 'Git', 'Прикладная статистика', 'Методы оптимизации']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",0,Опыт работы 1 год 10 месяцев,Неоконченное высшее образование,"['Государственный университет Высшая школа экономики, МоскваФакультет компьютерных наук, Прикладная математика и информатика']"
https://hh.ru/resume/43455aba0002900ed00039ed1f486e7351426e?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Male,26 years,Consulting,"['IT', 'Market Research', 'Internet, E-Commerce']","['Market Research', 'Financial Modeling', 'Excel VBA', 'Soft skills', 'C++', 'Data Analysis', 'C#', 'MATLAB', 'Statistical Modeling', 'SQL', 'Python', 'Data Visualization', 'Data Science', 'Machine Learning', 'Data Analytics', 'Business intelligence', 'Predictive Analytics']","['Russian — Native', 'English — C2 — Proficiency']",0,Work experience 3 years 10 months,Higher education (bachelor),"['Сколковский институт науки и технологийData Science, Data Science', 'Национальный исследовательский университет ""Высшая школа экономики"", МоскваЭкономика, Прикладная экономика', 'Южный федеральный университет, Ростов-на-Донуматематики, механики и компьютерных наук, Фундаментальная информатика и ИТ-технологии']"
https://hh.ru/resume/71b19a3a00081d32920039ed1f32353354656e?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Data scientist, Machine learning engineer",Male,24 years,"IT, Internet, Telecom","['Software Development', 'Other']","['Machine learning', 'Deep learning', 'Software engineering', 'Math', 'Algorithms and Data structures', 'T-shaped']","['Russian — Native', 'English — C1 — Advanced']",0,Work experience 2 years 8 months,Higher education (master),"['NRU HSE, Faculty of Computer ScienceFintech and Data Science', 'NRU HSE, Faculty of Computer ScienceSoftware engineering']"
https://hh.ru/resume/f8e842ea00086b74440039ed1f5a5a335a416b?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"data scientist, bi, аналитик",Мужчина,26 лет,"Информационные технологии, интернет, телеком",['Аналитик'],"['Ответственность', 'Работоспособность']","['Русский — Родной', 'Английский — C1 — Продвинутый']",60 000 руб.,Опыт работы 1 год 10 месяцев,Высшее образование (Магистр),"['Санкт-Петербургский государственный университет экономики и финансов, Санкт-Петербургприкладная математика и информатика, Прикладная математика и информатика', 'Санкт-Петербургский государственный университет экономики и финансов, Санкт-Петербургматематические методы в экономике, математические методы в экономике']"
https://hh.ru/resume/1db5e87e00090957510039ed1f6c4b7a4e3759?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Женщина,23 года,"Банки, инвестиции, лизинг",['Аналитик'],"['Математическая статистика', 'Теория вероятностей', 'A/B тесты', 'Статистический анализ', 'SQL', 'ETL', 'EDA', 'Python', 'Pandas', 'numpy', 'Matplotlib', 'Seaborn', 'SciPy', 'sklearn', 'Bootstrap', 'LightGBM', 'CatBoost', 'ML', 'Keras', 'NLTK']","['Русский — Родной', 'Английский — C1 — Продвинутый']",0,Опыт работы 2 года 1 месяц,Высшее образование (Бакалавр),"['Филиал национального исследовательского университета  ""Высшая школа экономики"", Санкт-ПетербургШкола экономики и менеджмента, Логистика и УЦП']"
https://hh.ru/resume/719edbd000062a26f80039ed1f573132497333?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Женщина,0,0,0,"['Python', 'SQL', 'Numpy', 'Git', 'ML', 'Random Forest', 'Scikit-learn', 'Pandas', 'Gradient Boosting', 'JIRA', 'Big Data', 'Data Analysis', 'Bootstrap']",0,0,Опыт работы 13 лет 8 месяцев,0,0
https://hh.ru/resume/1ed06f690008cbc4190039ed1f4e3273647346?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,32 года,"Банки, инвестиции, лизинг","['Казначейство, Управление ликвидностью', 'Трейдинг, Дилинг', 'Акции, Ценные бумаги']","['Bloomberg', 'MS Excel', 'reuters', 'VBA', 'Деловая переписка', 'Английский язык', 'Ведение переговоров', 'арабский язык', 'SQL', 'облигации', 'Python', 'machine learning', 'Pytorch', 'Git', 'Pandas Numpy Sklearn', 'Docker']","['Русский — Родной', 'Английский — C2 — В совершенстве', 'Арабский — C2 — В совершенстве', 'Испанский — B2 — Средне-продвинутый', 'Французский — B2 — Средне-продвинутый']",0,Опыт работы 10 лет 2 месяца,Высшее образование (Магистр),"['Финансовый университет при Правительстве Российской Федерации, МоскваПрикладная математика и информационные технологии, Математические методы в экономике и финансах', 'Московский государственный институт международных отношений Министерства иностранных дел Российской Федерации, МоскваМеждународные отношения, Регионоведение']"
https://hh.ru/resume/f4858ba00005c8c2560039ed1f4d35336e7075?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,28 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка']",[],"['Русский — Родной', 'Английский — C1 — Продвинутый']",0,Опыт работы 5 лет 5 месяцев,Высшее образование,"['Институт криптографии, связи и информатики Академии ФСБПрикладной математики, Криптография']"
https://hh.ru/resume/7283dea10008b8e2970039ed1f3845346f764f?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,23 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['Ответственность', 'Грамотная речь', 'Пользователь ПК', 'Английский язык', 'Водительское удостоверение категории B', 'Работа с большим объемом информации', 'MS PowerPoint', 'MS Outlook', 'Работа в команде', 'Деловая переписка', 'Latex', 'Опыт написания статей', 'Научно-исследовательская работа', 'Машинное обучение и анализ данных', 'Python', 'Больше ключевых навыков указано в разделе О себе']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — A1 — Начальный']",150 000 руб.,Опыт работы 1 год 1 месяц,Высшее образование (Бакалавр),"['Московский физико-технический институт (Государственный университет), МоскваФИВТ, Машинное обучение и анализ данных', 'Московский физико-технический институт (Государственный университет), МоскваФАЛТ, Прикладные математика и физика']"
https://hh.ru/resume/370209210008f0323d0039ed1f70334e6d5833?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Женщина,39 лет,"Банки, инвестиции, лизинг",['Аналитик'],"['Python', 'Git', 'SQL', 'Pandas', 'NumPy', 'Sklearn', 'TenserFlow', 'Pytorch', 'Flask', 'Django Framework', 'aiogram', 'scrapy', 'ООП']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 14 лет 10 месяцев,Высшее образование,"['Государственный университет управления, МоскваФинансовый менеджмент, Бухгалтерский учет, анализ и аудит']"
https://hh.ru/resume/33883b070000a3337b0039ed1f736563726574?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Female,47 years,"IT, Internet, Telecom",['Analyst'],"['Data Mining', 'Risk management', 'Linux', 'PostgreSQL', 'SQL', 'Data Analysis', 'Presentation skills', 'Software Development', 'Business English', 'Python', 'Deep Learning', 'Machine Learning', 'Hive', 'Hadoop', 'Neural Networks', 'MS SQL', 'Financial Analysis', 'Английский язык', 'Market Research', 'Teamleading', 'MS Access', 'Data science', 'Teradata']","['Russian — Native', 'English — C2 — Proficiency', 'French — A1 — Basic']",315 000 RUB,Work experience 29 years 2 months,Higher education,"['Higher School of Economics, MOSCOW RUSSIAEconomics , Master degree in economics, cum laude', 'Moscow State University named after Lomonosov, MOSCOW RUSSIAComputational  Mathematics and Cybernetics Department (VMK), Master Degree in Applied Mathematics; GPA: 4.71/5.0']"
https://hh.ru/resume/84f5f8ed0008a975030039ed1f426e3338367a?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,33 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик']","['Python', 'SQL', 'Pandas', 'Numpy', 'Машиннное обучение', 'Data Scientist', 'Нейронные сети', 'Scikit-learn', 'Matplotlib', 'Информационные технологии']","['Русский — Родной', 'Английский — A1 — Начальный']",0,Опыт работы 9 лет 6 месяцев,Высшее образование,"['Восточная экономико-юридическая гуманитарная академия (Академия ВЭГУ)Информационных технологий и управления, Прикладная информатика в экономике']"
https://hh.ru/resume/deeda7200008bceee60039ed1f6f6666587356?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Analyst/Data Scientist/ML Engineer,Мужчина,29 лет,"Банки, инвестиции, лизинг",['Аналитик'],"['Python', 'Linux', 'Git', 'SQL', 'Bash', 'Pandas', 'Keras', 'Numpy', 'scikit-learn', 'Jupyter Notebook', 'Docker', 'Seaborn', 'PySpark', 'Flask', 'Aiogram', 'TensorFlow']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 1 год 2 месяца,Высшее образование,"['Российский государственный аграрный университет, МоскваАспирантура', 'Почвенный институт им. В.В. Докучаева, МоскваАспирантура', 'Московский государственный университет им. М.В. Ломоносова, МоскваГеографический, Кафедра геохимии ландшафтов и географии почв. Специалист']"
https://hh.ru/resume/0c294faf000426950c0039ed1f7a39456d4855?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,22 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик']","['Python', 'Pytorch', 'NLP', 'Jenkins', 'Git']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Немецкий — A1 — Начальный']",0,Опыт работы 1 год 3 месяца,Высшее образование (Магистр),"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваФакультет компьютерных наук, Прикладная математика и информатика', 'Национальный исследовательский университет ""Высшая школа экономики"", МоскваБизнес и менеджмент, Бизнес-информатика']"
https://hh.ru/resume/602483a70004d73d630039ed1f5753644f6e49?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,29 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Компьютерная безопасность', 'Аналитик']","['Python', 'Git', 'Github', 'Selenium IDE', 'MongoDB', 'BeautifulSoap', 'bitbucket', 'Redmine', 'Keras', 'Tensorflow', 'pytorch', 'sklern', 'pandas', 'numpy', 'Linux', 'docker', 'Flask', 'SQL', 'scipy', 'Matplotlib', 'seaborn', 'jupyter', 'Word2vec', 'NLP', 'Machine learning', 'TF-IDF', 'SCALA']","['Русский — Родной', 'Английский — A1 — Начальный', 'Турецкий — C2 — В совершенстве']",0,Опыт работы 3 года 6 месяцев,Высшее образование,['Славянский университетИнформационные системы и технологии']
https://hh.ru/resume/1798c7f00003864ef70039ed1f7a47644a7239?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,26 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик']","['Data Mining', 'Deep learning', 'Tableau', 'SQL', 'Python']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",0,Опыт работы 3 года 7 месяцев,Высшее образование (Магистр),"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваДепартамент прикладной математики, Прикладная физика', 'Национальный исследовательский университет ""Высшая школа экономики"", МоскваДепартамент прикладной математики, Математика. Прикладная математика']"
https://hh.ru/resume/0dc8930c0008b9b0610039ed1f56596c32656d?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,0,0,0,"['Python', 'Linux', 'Git', 'Data science', 'Pandas', 'Numpy', 'Sklearn', 'GridSearchCV', 'CatBoost', 'Docker', 'seaborn', 'SQL', 'Keras', 'PyTorch']",0,0,Опыт работы 3 года 4 месяца,0,0
https://hh.ru/resume/e726ec1d00090c71e40039ed1f666674783463?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,33 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['Python', 'Управление проектами', 'Pandas', 'NumPy', 'Matplotlib', 'SciPy', 'Статистический анализ', 'Аналитическое мышление', 'Data Analysis', 'Big Data', 'Математическая статистика', 'A/B тесты', 'SciKit-Learn', 'sklearn', 'Keras', 'SQL', 'PostgreSQL', 'Spark', 'PySpark', 'CatBoost', 'XGBoost', 'LightGBM', 'NLP']","['Русский — Родной', 'Английский — A2 — Элементарный']",0,Опыт работы 7 лет 4 месяца,Высшее образование,"['Московский государственный технический университет радиотехники, электроники и автоматики, МоскваКибернетика, Роботы и робототехнические системы']"
https://hh.ru/resume/f44b83fd0007d078940039ed1f38383465416e?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist ,Женщина,0,0,0,"['Python', 'PyTorch', 'Neural networks', 'numpy', 'pandas']",0,0,Опыт работы 3 года 9 месяцев,0,0
https://hh.ru/resume/36b0ff1a0009159f8b0039ed1f734a3868684c?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,0,0,0,"['Python', 'SQL', 'Git', 'Pandas', 'Tensorflow', 'Aiogram', 'Seaborn', 'Scikit-learn']",0,0,Опыт работы 2 года 9 месяцев,0,0
https://hh.ru/resume/662b72b60007f5c72b0039ed1f6852397a4770?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,27 лет,"Информационные технологии, интернет, телеком","['Передача данных и доступ в интернет', 'Программирование, Разработка', 'Аналитик']","['Python', 'MySQL', 'C++', 'Linux', 'Scikit learn', 'Numpy (Python)', 'Matplotlib', 'XPath', 'TensorFlow', 'Pandas', 'Keras', 'Flask', 'Django Framework', 'Implicit', 'Recommend Systems']","['Русский — Родной', 'Английский — C1 — Продвинутый']",0,Опыт работы 8 лет 5 месяцев,Высшее образование,"['Московский государственный технический университет им. Н.Э. Баумана, МоскваРобототехника и комплексная автоматизация, 220402, Роботы и робототехнические системы', 'Военный учебный центр МГТУ им. Н. Э. БауманаОрганизация эксплуатации и ремонта средств противоракетной обороны']"
https://hh.ru/resume/7398fe710007ad793a0039ed1f386b56714370?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Аналитик,Мужчина,26 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Инженер', 'Аналитик']","['Machine Learning', 'Quantitative research', 'Algorithmic trading', 'Derivatives trading', 'SQL', 'Python', 'High-frequency trading', 'Data science']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — A2 — Элементарный']",0,Опыт работы 5 лет 2 месяца,Высшее образование (Магистр),"['Санкт-Петербургский государственный университет, Санкт-Петербург,  (Аспирантура)Факультет экономики, Финансовые рынки', 'Санкт-Петербургский государственный университет, Санкт-Петербург, (Магистратура) Факультет экономики, Финансовые рынки', 'Самарский государственный аэрокосмический университет им. академика С.П. Королева (национальный исследовательский университет), Самара (Бакалавриат)Факультет информатики, Прикладная математика и информатика']"
https://hh.ru/resume/1036cda600002117ed0039ed1f736563726574?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,34 года,"Банки, инвестиции, лизинг","['Аналитик', 'Private Banking', 'Коммерческий банк']","['Управленческая отчетность', 'Аудит', 'Финансовый менеджмент', 'Qlikview', 'Tableau', 'Teradata', 'SQL', 'ORACLE', 'Python', 'Git']","['Русский — Родной', 'Английский — A1 — Начальный']",0,Опыт работы 16 лет 3 месяца,Высшее образование,"['ГОУ ВПО «Московский государственный университет приборостроения и информатики»Финансы и кредит, Финансовый менеджмент', 'ГОУ СПО «Колледж управления и права»Экономика, ""Экономика и бухгалтерский учет» с дополнительной подготовкой в области «Налоги и налогообложение»']"
https://hh.ru/resume/f6607e2500074d52a60039ed1f72726575656f?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Женщина,22 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик']","['MySQL', 'Python', 'Data Analysis', 'Machine Learning', 'Математическая статистика', 'Git', 'Машинное обучение', 'Анализ данных', 'Статистический анализ', 'Data Science', 'Scikit-learn', 'XGBoost', 'LightGBM', 'NumPy', 'SciPy', 'Pandas', 'Catboost', 'GeoPandas', 'Matplotlib', 'Seaborn', 'Gensim', 'NTLK']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",0,Опыт работы 3 года 9 месяцев,Высшее образование,"['Высшая школа экономикиПрикладная математика, Математические и компьютерные методы для современных технологий']"
